"","phylum","class","family","species","date","year","lat","lon","locality","num.obs"
"204","Magnoliophyta","Magnoliopsida","Ranunculaceae","Anemone americana",1904-04-23,1904,41.76138,-72.61583,"East Hartford",3
"205","Magnoliophyta","Liliopsida","Orchidaceae","Spiranthes vernalis",1905-09-20,1905,41.7635,-72.6153,"",3
"206","Magnoliophyta","Magnoliopsida","Fabaceae","Desmodium perplexum",1905-08-29,1905,41.78222,-72.6125,"Laurel Park Hill (Spencer Hill)",3
"207","Magnoliophyta","Liliopsida","Cyperaceae","Eriophorum virginicum",1905-08-26,1905,41.7636,-72.6153,"Sphagnous bog",3
"208","Pteridophyta","Polypodiopsida","Dryopteridaceae","Dryopteris boottii",1905-08-13,1905,41.76138,-72.61583,"East Hartford",3
"209","Magnoliophyta","Magnoliopsida","Fabaceae","Baptisia tinctoria",1905-07-22,1905,41.76138,-72.61583,"East Hartford",3
"210","Magnoliophyta","Liliopsida","Cyperaceae","Carex echinata ssp. echinata",1905-06-06,1905,41.78222,-72.61194,"East Hartford",3
"211","Magnoliophyta","Magnoliopsida","Ericaceae","Eubotrys racemosa",1905-05-25,1905,41.7636,-72.6153,"margin of swampy woods",3
"212","Magnoliophyta","Magnoliopsida","Fabaceae","Lespedeza stuevei",1906-09-13,1906,41.7635,-72.6153,"",3
"213","Magnoliophyta","Liliopsida","Poaceae","Elymus repens",1906-07-09,1906,41.7635,-72.6153,"",3
"214","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Buda rubra",1906-06-28,1906,41.78222,-72.61194,"East Hartford",3
"215","Magnoliophyta","Magnoliopsida","Aquifoliaceae","Ilex mucronata",1906-06-20,1906,41.7635,-72.6153,"",3
"216","Magnoliophyta","Magnoliopsida","Ericaceae","Kalmia angustifolia",1906-06-17,1906,41.78222,-72.61194,"East Hartford",3
"217","Magnoliophyta","Magnoliopsida","Ranunculaceae","Ranunculus hispidus",1906-05-25,1906,41.7635,-72.6153,"",3
"218","Magnoliophyta","Liliopsida","Cyperaceae","Carex laxiculmis",1906-05-24,1906,41.7636,-72.6153,"rather dry woods in sandy soil",3
"219","Magnoliophyta","Magnoliopsida","Ranunculaceae","Clematis virginiana",1907-09-03,1907,41.76583,-72.68388,"Hartford",3
"220","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Paronychia canadensis",1907-07-20,1907,41.78222,-72.61194,"East Hartford",3
"221","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Agrostemma githago",1907-07-11,1907,41.78222,-72.61194,"East Hartford",3
"222","Magnoliophyta","Magnoliopsida","Diervillaceae","Diervilla lonicera",1907-06-27,1907,41.76194,-72.74194,"West Hartford",3
"223","Magnoliophyta","Magnoliopsida","Amaranthaceae","Amaranthus albus",1907-06-17,1907,41.78222,-72.61194,"East Hartford",3
"224","Magnoliophyta","Magnoliopsida","Brassicaceae","Rorippa laciniata",1907-05-17,1907,41.7636,-72.6153,"shaded alluvial bank",3
"225","Magnoliophyta","Magnoliopsida","Salicaceae","Salix lucida",1907-05-17,1907,41.7635,-72.6153,"",3
"226","Magnoliophyta","Liliopsida","Poaceae","Panicum miliaceum",1908-10-18,1908,41.766,-72.6834,"",3
"227","Magnoliophyta","Magnoliopsida","Salicaceae","Salix nigra",1908-10-17,1908,41.7635,-72.6153,"",3
"228","Magnoliophyta","Liliopsida","Cyperaceae","Fimbristylis autumnalis",1908-10-11,1908,41.7661,-72.6833,"sandy shore of Connecticut River",3
"229","Magnoliophyta","Magnoliopsida","Malvaceae","Abutilon theophrasti",1908-09-27,1908,41.7661,-72.6833,"South Meadow",3
"230","Magnoliophyta","Liliopsida","Poaceae","Zea mays",1908-09-19,1908,41.766,-72.6834,"",3
"231","Magnoliophyta","Magnoliopsida","Asteraceae","Eutrochium dubium",1908-09-19,1908,41.766,-72.6834,"",3
"232","Magnoliophyta","Magnoliopsida","Gentianaceae","Gentianopsis crinita",1908-09-13,1908,41.7661,-72.6833,"Cedar Hill",3
"233","Magnoliophyta","Magnoliopsida","Asteraceae","Bidens pilosa",1908-09-04,1908,41.7661,-72.6833,"dumping ground, South Meadow",3
"234","Magnoliophyta","Magnoliopsida","Campanulaceae","Triodanis perfoliata",1908-08-04,1908,41.766,-72.6834,"",3
"235","Magnoliophyta","Magnoliopsida","Lamiaceae","Lycopus americanus",1908-07-11,1908,41.7661,-72.6833,"South Meadow",3
"236","Magnoliophyta","Liliopsida","Alismataceae","Sagittaria cuneata",1908-07-11,1908,41.7661,-72.6833,"river bank",3
"237","Magnoliophyta","Magnoliopsida","Phytolaccaceae","Phytolacca americana",1908-07-11,1908,41.766,-72.6834,"",3
"238","Pteridophyta","Polypodiopsida","Aspleniaceae","Asplenium filix-femina",1908-06-27,1908,41.7635,-72.6153,"",3
"239","Magnoliophyta","Magnoliopsida","Plantaginaceae","Linaria vulgaris",1908-06-13,1908,41.7661,-72.6833,"South Meadow",3
"240","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Moehringia lateriflora",1908-05-29,1908,41.7635,-72.6153,"",3
"241","Magnoliophyta","Magnoliopsida","Ericaceae","Rhododendron periclymenoides",1908-05-23,1908,41.7635,-72.6153,"",3
"242","Magnoliophyta","Magnoliopsida","Ranunculaceae","Thalictrum thalictroides",1908-05-23,1908,41.7635,-72.6153,"",3
"243","Magnoliophyta","Magnoliopsida","Rubiaceae","Houstonia caerulea",1908-05-17,1908,41.7012,-72.6704,"",3
"244","Magnoliophyta","Magnoliopsida","Ranunculaceae","Ranunculus flabellaris",1909-09-25,1909,41.7661,-72.6833,"Connecticut River",3
"245","Magnoliophyta","Magnoliopsida","Penthoraceae","Penthorum sedoides",1909-09-25,1909,41.766,-72.6834,"",3
"246","Magnoliophyta","Magnoliopsida","Ulmaceae","Ulmus glabra",1909-09-12,1909,41.7011,-72.6703,"in row at old nursery, not escaped",3
"247","Magnoliophyta","Magnoliopsida","Lauraceae","Sassafras albidum",1909-09-12,1909,41.7012,-72.6704,"",3
"248","Magnoliophyta","Magnoliopsida","Betulaceae","Corylus heterophylla",1909-09-12,1909,41.7011,-72.6703,"sparingly escaped at old nursery",3
"249","Magnoliophyta","Magnoliopsida","Caprifoliaceae","Symphoricarpos albus ssp. laevigatus",1909-09-12,1909,41.7012,-72.6704,"",3
"250","Pinophyta","Pinopsida","Pinaceae","Pinus strobus",1909-09-11,1909,41.7011,-72.6703,"escaped from cultivation about old nursery",3
"251","Magnoliophyta","Magnoliopsida","Polygonaceae","Polygonum aviculare",1909-09-07,1909,41.7661,-72.6833,"South Meadow",3
"252","Magnoliophyta","Magnoliopsida","Chenopodiaceae","Dysphania botrys",1909-08-20,1909,41.7661,-72.6833,"railroad yard",3
"253","Magnoliophyta","Liliopsida","Poaceae","Sorghum bicolor",1909-08-20,1909,41.766,-72.6834,"",3
"254","Magnoliophyta","Magnoliopsida","Asteraceae","Tanacetum parthenium",1909-06-25,1909,41.7635,-72.6153,"",3
"255","Equisetophyta","Equisetopsida","Equisetaceae","Equisetum variegatum",1909-06-15,1909,41.7661,-72.6833,"bank of Housatonic River",3
"256","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Silene antirrhina",1909-06-09,1909,41.76361,-72.685,"Hartford",3
"257","Magnoliophyta","Magnoliopsida","Plantaginaceae","Plantago rugelii",1910-08-01,1910,41.7661,-72.6833,"rich woods",3
"258","Magnoliophyta","Magnoliopsida","Fabaceae","Tephrosia virginiana",1910-06-19,1910,41.71222,-72.60805,"Glastonbury",3
"259","Magnoliophyta","Liliopsida","Asparagaceae","Asparagus officinalis",1910-06-05,1910,41.76138,-72.61583,"East Hartford",3
"260","Magnoliophyta","Liliopsida","Orchidaceae","Isotria verticillata",1910-05-22,1910,41.76138,-72.61583,"East Hartford",3
"261","Magnoliophyta","Magnoliopsida","Berberidaceae","Berberis vulgaris",1910-05-21,1910,41.76361,-72.685,"Hartford",3
"262","Magnoliophyta","Magnoliopsida","Rubiaceae","Galium asprellum",1911-09-15,1911,41.7661,-72.6833,"bank of Housatonic River",3
"263","Pinophyta","Pinopsida","Cupressaceae","Taxodium distichum",1911-01-01,1911,41.7012,-72.6704,"",3
"264","Magnoliophyta","Magnoliopsida","Asteraceae","Sonchus asper",1912-08-04,1912,41.78222,-72.61194,"East Hartford",3
"265","Magnoliophyta","Liliopsida","Poaceae","Digitaria ischaemum",1912-07-25,1912,41.76138,-72.61583,"East Hartford",3
"266","Magnoliophyta","Liliopsida","Cyperaceae","Carex platyphylla",1912-05-18,1912,41.76194,-72.74194,"West Hartford",3
"267","Magnoliophyta","Magnoliopsida","Vitaceae","Parthenocissus quinquefolia",1913-06-24,1913,41.7011,-72.6703,"Cedar Mountain",3
"268","Magnoliophyta","Magnoliopsida","Hypericaceae","Hypericum majus",1914-08-26,1914,41.766,-72.6834,"",3
"269","Magnoliophyta","Magnoliopsida","Onagraceae","Chamerion angustifolium",1914-06-29,1914,41.82361,-72.62111,"South Windsor",3
"270","Chordata","Aves","Corvidae","Cyanocitta cristata ssp. bromia",1914-06-21,1914,41.7636,-72.6856,"",3
"271","Magnoliophyta","Liliopsida","Cyperaceae","Carex granularis",1914-06-12,1914,41.76194,-72.74194,"West Hartford",3
"272","Magnoliophyta","Liliopsida","Cyperaceae","Carex retroflexa",1914-06-12,1914,41.76194,-72.74194,"West Hartford",3
"273","Magnoliophyta","Liliopsida","Cyperaceae","Cyperus squarrosus",1914-02-08,1914,41.766,-72.6834,"",3
"274","Magnoliophyta","Liliopsida","Poaceae","Digitaria filiformis",1915-08-29,1915,41.77694,-72.585,"Laurel Park Hill (Spencer Hill)",3
"275","Magnoliophyta","Magnoliopsida","Araliaceae","Aralia hispida",1916-06-23,1916,41.80861,-72.5925,"Long Hill Road",3
"276","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Silene noctiflora",1917-06-01,1917,41.78222,-72.61194,"East Hartford",3
"277","Magnoliophyta","Liliopsida","Cyperaceae","Carex pedunculata",1917-05-17,1917,41.7922,-72.7189,"rich woods in ravine near Farmington River",3
"278","Magnoliophyta","Magnoliopsida","Brassicaceae","Hesperis matronalis",1919-05-30,1919,41.7661,-72.6833,"bank of Housatonic River",3
"279","Magnoliophyta","Magnoliopsida","Asteraceae","Solidago bicolor",1928-09-23,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"280","Magnoliophyta","Magnoliopsida","Fabaceae","Lespedeza intermedia",1928-08-23,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"281","Magnoliophyta","Magnoliopsida","Fabaceae","Lespedeza capitata",1928-08-23,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"282","Magnoliophyta","Magnoliopsida","Apiaceae","Hydrocotyle americana",1928-07-21,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"283","Magnoliophyta","Magnoliopsida","Polygalaceae","Polygala sanguinea",1928-07-21,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"284","Magnoliophyta","Magnoliopsida","Plantaginaceae","Nuttallanthus canadensis",1928-06-21,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"285","Magnoliophyta","Liliopsida","Hypoxidaceae","Hypoxis hirsuta",1928-06-18,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"286","Magnoliophyta","Magnoliopsida","Polygonaceae","Rumex acetosella",1928-06-18,1928,41.75223,-72.72181,"Oakwood Avenue Woods",3
"287","Magnoliophyta","Magnoliopsida","Asteraceae","Symphyotrichum amethystinum",1930-10-10,1930,41.75916,-72.67333,"Charter Oak Tree Memorial Park, Hartford",3
"288","Magnoliophyta","Liliopsida","Cyperaceae","Carex cephalophora",1930-06-12,1930,41.76361,-72.685,"Hartford",3
"289","Magnoliophyta","Magnoliopsida","Brassicaceae","Brassica rapa",1931-11-06,1931,41.78222,-72.61194,"East Hartford",3
"290","Magnoliophyta","Liliopsida","Orchidaceae","Corallorhiza maculata",1932-10-03,1932,41.766,-72.6834,"",3
"291","Arthropoda","Insecta","Aphididae","Myzocallis castaneae",1934-08-04,1934,41.76614,-72.68278,"Hartford",3
"292","Magnoliophyta","Magnoliopsida","Convolvulaceae","Convolvulus arvensis",1935-09-03,1935,41.7636,-72.6153,"Silver Lane near Mercer Avenue",3
"293","Magnoliophyta","Liliopsida","Poaceae","Poa compressa",1936-06-01,1936,41.70111,-72.67,"Wethersfield",3
"294","Chordata","Reptilia","Colubridae","Thamnophis sirtalis ssp. sirtalis",1937-10-12,1937,41.76,-72.72,"2 MI W OF HARTFORD",3
"295","Magnoliophyta","Liliopsida","Poaceae","Muhlenbergia mexicana",1937-09-12,1937,41.76555,-72.66555,"Connecticut River, Hartford",3
"296","Magnoliophyta","Magnoliopsida","Ranunculaceae","Coptis trifolia",1938-05-03,1938,41.76138,-72.61583,"East Hartford",3
"297","Magnoliophyta","Magnoliopsida","Geraniaceae","Geranium carolinianum v. carolinianum",1939-06-12,1939,41.78222,-72.61194,"East Hartford",3
"298","Magnoliophyta","Magnoliopsida","Lamiaceae","Mentha gracilis",1941-08-07,1941,41.7661,-72.6833,"bank of Housatonic River",3
"299","Arthropoda","Insecta","Tenthredinidae","Macrophya formosana",1941-07-20,1941,41.78222,-72.6125,"East Hartford",3
"300","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Stellaria graminea",1945-05-29,1945,41.82361,-72.62111,"South Windsor",3
"301","Magnoliophyta","Magnoliopsida","Oleaceae","Fraxinus americana",1949-07-04,1949,41.82361,-72.62111,"South Windsor",3
"302","Magnoliophyta","Magnoliopsida","Rosaceae","Crataegus monogyna",1956-08-21,1956,41.76333,-72.67694,"Bushnell Park",3
"303","Magnoliophyta","Liliopsida","Poaceae","Anthoxanthum odoratum",1958-05-10,1958,41.766,-72.6834,"",3
"304","Magnoliophyta","Magnoliopsida","Rosaceae","Fragaria virginiana",1958-05-10,1958,41.766,-72.6834,"",3
"305","Chordata","Mammalia","Vespertilionidae","Eptesicus fuscus",1960-07-25,1960,41.7821543479561,-72.6119499933968,"East Hartford",3
"306","Chordata","Actinopterygii","Percidae","Etheostoma olmstedi",1965-07-25,1965,41.80347,-72.65196,"Connecticut River, Wilson Boat Launch",3
"307","Magnoliophyta","Magnoliopsida","Boraginaceae","Myosotis verna",1880-05-20,1880,41.76583,-72.68388,"Hartford",2
"308","Magnoliophyta","Liliopsida","Cyperaceae","Carex squarrosa",1882-08-03,1882,41.7661,-72.6833,"Hartford Meadow",2
"309","Magnoliophyta","Liliopsida","Poaceae","Poa pratensis",1882-06-17,1882,41.7661,-72.6833,"railroad embankment",2
"310","Chordata","Aves","Parulidae","Vermivora ruficapilla ssp. ruficapilla",1888-05-09,1888,41.76327,-72.6125,"East Hartford",2
"311","Chordata","Aves","Parulidae","Parula americana",1891-05-20,1891,41.78222,-72.6125,"East Hartford",2
"312","Magnoliophyta","Magnoliopsida","Apiaceae","Lilaeopsis chinensis",1895-08-28,1895,41.7661,-72.6833,"bank of Housatonic River",2
"313","Magnoliophyta","Magnoliopsida","Lamiaceae","Trichostema dichotomum",1895-08-12,1895,41.7635,-72.6153,"",2
"314","Magnoliophyta","Magnoliopsida","Fabaceae","Amphicarpaea bracteata",1895-08-01,1895,41.73833,-72.66444,"South Meadows",2
"315","Magnoliophyta","Liliopsida","Poaceae","Muhlenbergia frondosa",1896-09-04,1896,41.76138,-72.61583,"East Hartford",2
"316","Magnoliophyta","Magnoliopsida","Ranunculaceae","Anemone virginiana",1896-07-01,1896,41.7175,-72.70416,"Cedar Mountain",2
"317","Magnoliophyta","Magnoliopsida","Ranunculaceae","Thalictrum dioicum",1896-04-26,1896,41.76583,-72.68388,"Hartford",2
"318","Magnoliophyta","Liliopsida","Poaceae","Agrostis hyemalis",1897-08-01,1897,41.76138,-72.61583,"East Hartford",2
"319","Arthropoda","Insecta","Carabidae","Cicindela punctulata",1897-01-01,1897,41.7599547546156,-72.6794519790329,"Hartford",2
"320","Magnoliophyta","Magnoliopsida","Scrophulariaceae","Mimulus ringens",1898-07-18,1898,41.76583,-72.68388,"Hartford",2
"321","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Scleranthus annuus",1898-07-04,1898,41.78222,-72.61194,"East Hartford",2
"322","Magnoliophyta","Liliopsida","Cyperaceae","Schoenoplectus pungens",1898-07-01,1898,41.76361,-72.685,"Hartford",2
"323","Magnoliophyta","Liliopsida","Poaceae","Dactylis glomerata",1898-06-01,1898,41.7635,-72.6153,"",2
"324","Magnoliophyta","Magnoliopsida","Menyanthaceae","Menyanthes trifoliata",1898-06-01,1898,41.72694,-72.70777,"Cedar Hill",2
"325","Equisetophyta","Equisetopsida","Equisetaceae","Equisetum sylvaticum",1898-05-01,1898,41.73833,-72.66444,"South Meadows",2
"326","Magnoliophyta","Magnoliopsida","Orobanchaceae","Aureolaria flava",1898-01-01,1898,41.7635,-72.6153,"",2
"327","Magnoliophyta","Liliopsida","Poaceae","Agrostis capillaris",1898-01-01,1898,41.7636,-72.6153,"Main Street",2
"328","Arthropoda","Insecta","Carabidae","Cicindela tranquebarica ssp. tranquebarica",1898-01-01,1898,41.7599547546156,-72.6794519790329,"Hartford",2
"329","Arthropoda","Insecta","Crabronidae","Cerceris clypeata",1899-08-13,1899,41.7636,-72.6856,"Hartford",2
"330","Magnoliophyta","Liliopsida","Cyperaceae","Carex normalis",1900-08-01,1900,41.76194,-72.74194,"West Hartford",2
"331","Magnoliophyta","Liliopsida","Araceae","Calla palustris",1900-05-14,1900,41.7922,-72.7189,"",2
"332","Magnoliophyta","Liliopsida","Hydrocharitaceae","Vallisneria spiralis",1900-01-01,1900,41.766,-72.6834,"",2
"333","Magnoliophyta","Liliopsida","Poaceae","Calamagrostis canadensis",1900-01-01,1900,41.80222,-72.66611,"Keney Park",2
"334","Magnoliophyta","Magnoliopsida","Fabaceae","Vicia sativa",1901-07-29,1901,41.76194,-72.74194,"West Hartford",2
"335","Magnoliophyta","Magnoliopsida","Cistaceae","Lechea intermedia",1902-08-09,1902,41.76194,-72.74194,"West Hartford",2
"336","Magnoliophyta","Liliopsida","Juncaceae","Juncus acuminatus",1902-06-27,1902,41.77305,-72.7375,"Noyes Brook, West Hartford",2
"337","Magnoliophyta","Liliopsida","Cyperaceae","Carex tribuloides",1902-06-27,1902,41.77305,-72.7375,"Noyes Brook, West Hartford",2
"338","Magnoliophyta","Liliopsida","Poaceae","Panicum oligosanthes",1902-06-18,1902,41.7635,-72.6153,"",2
"339","Magnoliophyta","Liliopsida","Cyperaceae","Carex virescens",1902-06-06,1902,41.78222,-72.61194,"East Hartford",2
"340","Magnoliophyta","Magnoliopsida","Lamiaceae","Scutellaria galericulata",1902-06-03,1902,41.76138,-72.61583,"East Hartford",2
"341","Magnoliophyta","Liliopsida","Cyperaceae","Carex filiformis",1902-05-27,1902,41.7635,-72.6153,"",2
"342","Magnoliophyta","Liliopsida","Cyperaceae","Carex lucorum",1902-05-13,1902,41.77305,-72.7375,"Noyes Brook, West Hartford",2
"343","Magnoliophyta","Magnoliopsida","Asteraceae","Senecio vulgaris",1903-11-08,1903,41.766,-72.6834,"",2
"344","Lycopodiophyta","Lycopodiopsida","Isoetaceae","Isoetes engelmannii",1903-10-27,1903,41.73833,-72.66444,"South Meadows",2
"345","Magnoliophyta","Magnoliopsida","Solanaceae","Capsicum annuum",1903-10-20,1903,41.766,-72.6834,"",2
"346","Magnoliophyta","Magnoliopsida","Asteraceae","Boltonia asteroides v. recognita",1903-09-20,1903,41.76583,-72.68388,"Hartford",2
"347","Magnoliophyta","Liliopsida","Poaceae","Setaria verticillata",1903-09-06,1903,41.766,-72.6834,"",2
"348","Magnoliophyta","Magnoliopsida","Polygonaceae","Persicaria hydropiper",1903-09-06,1903,41.7661,-72.6833,"bank of Connecticut River",2
"349","Magnoliophyta","Magnoliopsida","Amaranthaceae","Amaranthus hybridus",1903-09-06,1903,41.766,-72.6834,"",2
"350","Magnoliophyta","Magnoliopsida","Polygonaceae","Persicaria maculosa",1903-08-03,1903,41.7635,-72.6153,"",2
"351","Magnoliophyta","Liliopsida","Cyperaceae","Carex comosa",1903-07-15,1903,41.7635,-72.6153,"",2
"352","Magnoliophyta","Magnoliopsida","Juglandaceae","Juglans nigra",1903-07-12,1903,41.7635,-72.6153,"",2
"353","Magnoliophyta","Liliopsida","Cyperaceae","Carex albursina v. latifolia",1903-06-09,1903,41.78222,-72.61194,"East Hartford",2
"354","Pteridophyta","Polypodiopsida","Pteridaceae","Adiantum pedatum",1903-06-05,1903,41.78222,-72.61194,"East Hartford",2
"355","Magnoliophyta","Magnoliopsida","Rubiaceae","Galium aparine",1903-05-30,1903,41.766,-72.6834,"",2
"356","Magnoliophyta","Liliopsida","Cyperaceae","Carex muehlenbergii v. muehlenbergii",1903-05-30,1903,41.78222,-72.61194,"East Hartford",2
"357","Magnoliophyta","Liliopsida","Cyperaceae","Carex glaucodea",1903-05-18,1903,41.76194,-72.74194,"West Hartford",2
"358","Magnoliophyta","Magnoliopsida","Euphorbiaceae","Euphorbia cyparissias",1903-05-09,1903,41.76138,-72.61583,"East Hartford",2
"359","Magnoliophyta","Magnoliopsida","Asteraceae","Antennaria plantaginifolia",1903-04-27,1903,41.7635,-72.6153,"",2
"360","Magnoliophyta","Magnoliopsida","Brassicaceae","Sisymbrium officinale ssp. leiocarpum",1904-10-25,1904,41.78222,-72.61194,"East Hartford",2
"361","Lycopodiophyta","Lycopodiopsida","Lycopodiaceae","Lycopodium digitatum",1904-09-21,1904,41.76138,-72.61583,"East Hartford",2
"362","Magnoliophyta","Liliopsida","Poaceae","Muhlenbergia sylvatica",1904-08-26,1904,41.76138,-72.61583,"East Hartford",2
"363","Pteridophyta","Polypodiopsida","Dryopteridaceae","Polystichum acrostichoides",1904-07-21,1904,41.76138,-72.61583,"East Hartford",2
"364","Magnoliophyta","Liliopsida","Cyperaceae","Carex trisperma",1904-07-21,1904,41.78222,-72.61194,"East Hartford",2
"365","Magnoliophyta","Liliopsida","Cyperaceae","Cyperus lupulinus ssp. lupulinus",1904-07-21,1904,41.78222,-72.61194,"East Hartford",2
"366","Magnoliophyta","Magnoliopsida","Betulaceae","Ostrya virginiana",1904-07-16,1904,41.76138,-72.61583,"East Hartford",2
"367","Magnoliophyta","Magnoliopsida","Caprifoliaceae","Lonicera sempervirens",1904-07-16,1904,41.78222,-72.61194,"East Hartford",2
"368","Magnoliophyta","Liliopsida","Poaceae","Glyceria canadensis",1904-07-06,1904,41.76138,-72.61583,"East Hartford",2
"369","Magnoliophyta","Liliopsida","Cyperaceae","Schoenoplectus tabernaemontani",1904-07-02,1904,41.76194,-72.74194,"West Hartford",2
"370","Magnoliophyta","Magnoliopsida","Fabaceae","Melilotus officinalis",1904-07-01,1904,41.78222,-72.61194,"East Hartford",2
"371","Magnoliophyta","Magnoliopsida","Salicaceae","Populus grandidentata",1904-06-01,1904,41.78222,-72.6125,"Laurel Park Hill (Spencer Hill)",2
"372","Magnoliophyta","Liliopsida","Poaceae","Poa annua",1904-05-24,1904,41.7635,-72.6153,"",2
"373","Magnoliophyta","Liliopsida","Juncaceae","Luzula campestris",1904-05-11,1904,41.7635,-72.6153,"",2
"374","Lycopodiophyta","Lycopodiopsida","Lycopodiaceae","Lycopodium hickeyi",1905-10-07,1905,41.76138,-72.61583,"East Hartford",2
"375","Magnoliophyta","Magnoliopsida","Asteraceae","Solidago uliginosa v. uliginosa",1905-09-29,1905,41.71222,-72.60805,"Glastonbury",2
"376","Magnoliophyta","Magnoliopsida","Phrymaceae","Phryma leptostachya",1905-08-29,1905,41.7635,-72.6153,"",2
"377","Magnoliophyta","Magnoliopsida","Convolvulaceae","Cuscuta gronovii",1905-08-29,1905,41.77972,-72.6075,"Burnside",2
"378","Pteridophyta","Polypodiopsida","Dryopteridaceae","Dryopteris triploidea",1905-07-01,1905,41.76583,-72.68388,"Hartford",2
"379","Magnoliophyta","Magnoliopsida","Campanulaceae","Campanula rotundifolia",1905-06-24,1905,41.7661,-72.6833,"bank of Housatonic River",2
"380","Magnoliophyta","Magnoliopsida","Araliaceae","Panax trifolius",1905-05-21,1905,41.78222,-72.61194,"East Hartford",2
"381","Magnoliophyta","Magnoliopsida","Brassicaceae","Cardamine parviflora",1905-05-12,1905,41.78222,-72.61194,"East Hartford",2
"382","Magnoliophyta","Magnoliopsida","Asteraceae","Liatris scariosa",1905-03-19,1905,41.76138,-72.61583,"East Hartford",2
"383","Magnoliophyta","Magnoliopsida","Chenopodiaceae","Atriplex prostrata ssp. hastata",1906-09-23,1906,41.7635,-72.6153,"",2
"384","Magnoliophyta","Magnoliopsida","Rosaceae","Crataegus holmesiana",1906-09-16,1906,41.7661,-72.6833,"Blue Hill",2
"385","Magnoliophyta","Magnoliopsida","Ericaceae","Pyrola americana",1906-09-16,1906,41.82361,-72.62111,"South Windsor",2
"386","Magnoliophyta","Liliopsida","Poaceae","Andropogon virginicus",1906-08-29,1906,41.7635,-72.6153,"",2
"387","Magnoliophyta","Magnoliopsida","Asteraceae","Eupatorium rotundifolium",1906-08-29,1906,41.80222,-72.66611,"Keney Park",2
"388","Magnoliophyta","Magnoliopsida","Salicaceae","Salix bebbiana",1906-08-27,1906,41.7635,-72.6153,"",2
"389","Magnoliophyta","Magnoliopsida","Primulaceae","Lysimachia nummularia",1906-07-29,1906,41.76361,-72.685,"Hartford",2
"390","Magnoliophyta","Liliopsida","Cyperaceae","Carex davisii",1906-07-07,1906,41.7635,-72.6153,"",2
"391","Magnoliophyta","Liliopsida","Cyperaceae","Carex seorsa",1906-06-25,1906,41.7635,-72.6153,"",2
"392","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Spergula arvensis",1906-06-19,1906,41.7635,-72.6153,"",2
"393","Magnoliophyta","Magnoliopsida","Myricaceae","Comptonia peregrina",1906-06-17,1906,41.76138,-72.61583,"East Hartford",2
"394","Magnoliophyta","Magnoliopsida","Fabaceae","Robinia hispida",1906-06-11,1906,41.82361,-72.62111,"South Windsor",2
"395","Magnoliophyta","Liliopsida","Poaceae","Aristida dichotoma",1907-09-22,1907,41.766,-72.6834,"",2
"396","Magnoliophyta","Magnoliopsida","Asteraceae","Symphyotrichum patens v. patens",1907-09-22,1907,41.76138,-72.61583,"East Hartford",2
"397","Magnoliophyta","Magnoliopsida","Hypericaceae","Triadenum virginicum",1907-09-22,1907,41.77611,-72.62027,"Hockanum River",2
"398","Magnoliophyta","Magnoliopsida","Asteraceae","Anaphalis margaritacea",1907-09-08,1907,41.7661,-72.6833,"Westland Street and Gully Brook",2
"399","Magnoliophyta","Magnoliopsida","Fabaceae","Vicia villosa",1907-07-11,1907,41.78222,-72.61194,"East Hartford",2
"400","Magnoliophyta","Liliopsida","Orchidaceae","Calopogon tuberosus v. tuberosus",1907-07-04,1907,41.76138,-72.61583,"East Hartford",2
"401","Magnoliophyta","Liliopsida","Poaceae","Festuca ovina",1907-06-20,1907,41.7635,-72.6153,"",2
"402","Magnoliophyta","Liliopsida","Cyperaceae","Carex hormathodes",1907-06-20,1907,41.7635,-72.6153,"",2
"403","Magnoliophyta","Liliopsida","Poaceae","Setaria italica",1908-10-18,1908,41.766,-72.6834,"",2
"404","Magnoliophyta","Magnoliopsida","Salicaceae","Salix eriocephala",1908-10-17,1908,41.7635,-72.6153,"",2
"405","Magnoliophyta","Liliopsida","Cyperaceae","Schoenoplectus americanus",1908-10-17,1908,41.7636,-72.6153,"river bank",2
"406","Magnoliophyta","Magnoliopsida","Plantaginaceae","Gratiola neglecta",1908-10-11,1908,41.766,-72.6834,"",2
"407","Magnoliophyta","Magnoliopsida","Salicaceae","Salix eleagnos",1908-10-08,1908,41.7661,-72.6833,"Riverside Park (Hartford)",2
"408","Magnoliophyta","Magnoliopsida","Fagaceae","Quercus macrocarpa",1908-10-08,1908,41.766,-72.6834,"",2
