"","phylum","class","family","species","date","year","lat","lon","locality","num.obs"
"410","Chordata","Aves","Accipitridae","Buteo jamaicensis ssp. borealis",1974-01-01,1974,41.7636,-72.6856,"",1
"411","Pinophyta","Pinopsida","Pinaceae","Picea mariana",1975-12-16,1975,41.71833,-72.57722,"Addison",1
"412","Arthropoda","Insecta","Noctuidae","Catocala cara",1976-08-11,1976,41.76194,-72.7425,"West Hartford",1
"413","Magnoliophyta","Liliopsida","Poaceae","Sitanion hystrix",1976-07-26,1976,41.70611,-72.6175,"Connecticut River",1
"414","Arthropoda","Insecta","Noctuidae","Catocala ilia",1976-07-24,1976,41.76194,-72.7425,"West Hartford",1
"415","Magnoliophyta","Magnoliopsida","Brassicaceae","Rorippa palustris",1977-09-07,1977,41.7275,-72.66305,"Folly Brook Natural Area",1
"416","Magnoliophyta","Magnoliopsida","Plantaginaceae","Veronica scutellata",1977-09-05,1977,41.70111,-72.67,"Wethersfield",1
"417","Chordata","Actinopterygii","Acipenseridae","Acipenser brevirostrum",1978-08-15,1978,41.75278,-72.65203,"Connecticut River, Hartford",1
"418","Magnoliophyta","Magnoliopsida","Rosaceae","Malus pumila",1978-06-21,1978,41.76138,-72.61583,"East Hartford",1
"419","Chordata","Mammalia","Vespertilionidae","Myotis lucifugus",1979-10-01,1979,41.7661,-72.6742,"CT(?)",1
"420","Magnoliophyta","Liliopsida","Poaceae","Pennisetum glaucum",1979-09-27,1979,41.7275,-72.66305,"Folly Brook Natural Area",1
"421","Magnoliophyta","Magnoliopsida","Asteraceae","Symphyotrichum ericoides v. ericoides",1979-09-20,1979,41.76361,-72.685,"Hartford",1
"422","Arthropoda","Insecta","Andrenidae","Andrena cornelli",1979-06-02,1979,41.71222,-72.60861,"Glastenbury",1
"423","Magnoliophyta","Magnoliopsida","Brassicaceae","Lunaria rediviva",1981-05-26,1981,41.76194,-72.74194,"West Hartford",1
"424","Pteridophyta","Polypodiopsida","Thelypteridaceae","Thelypteris palustris",1983-08-27,1983,41.76555,-72.66555,"Connecticut River, East Hartford",1
"425","Magnoliophyta","Magnoliopsida","Asteraceae","Ageratina altissima",1983-08-27,1983,41.76138,-72.61583,"East Hartford",1
"426","Lycopodiophyta","Lycopodiopsida","Selaginellaceae","Selaginella apoda",1983-08-27,1983,41.76555,-72.66555,"Connecticut River, East Hartford",1
"427","Magnoliophyta","Magnoliopsida","Adoxaceae","Viburnum plicatum",1985-05-10,1985,41.76333,-72.67694,"Bushnell Park",1
"428","Chordata","Reptilia","Crocodylidae","Caiman crocodilus",1985-01-01,1985,41.75066,-72.64787,"Connecticut River, East Hartford",1
"429","Magnoliophyta","Magnoliopsida","Moraceae","Ficus carica",1986-10-02,1986,41.76361,-72.685,"Hartford",1
"430","Magnoliophyta","Magnoliopsida","Fagaceae","Quercus variabilis",1987-09-28,1987,41.76333,-72.67694,"Bushnell Park",1
"431","Magnoliophyta","Magnoliopsida","Asteraceae","Pseudognaphalium obtusifolium",1988-09-13,1988,41.70111,-72.67,"Wethersfield",1
"432","Magnoliophyta","Magnoliopsida","Asteraceae","Bidens polylepis",1988-09-13,1988,41.70111,-72.67,"Wethersfield",1
"433","Magnoliophyta","Liliopsida","Iridaceae","Iris domestica",1988-08-11,1988,41.70111,-72.67,"Wethersfield",1
"434","Magnoliophyta","Magnoliopsida","Asteraceae","Cirsium vulgare",1988-08-01,1988,41.70111,-72.67,"Wethersfield",1
"435","Magnoliophyta","Magnoliopsida","Asteraceae","Eutrochium fistulosum",1988-08-01,1988,41.70111,-72.67,"Wethersfield",1
"436","Magnoliophyta","Magnoliopsida","Asteraceae","Tragopogon dubius",1988-06-25,1988,41.71222,-72.60805,"Glastonbury",1
"437","Magnoliophyta","Magnoliopsida","Fabaceae","Lathyrus latifolius",1988-06-25,1988,41.70111,-72.67,"Wethersfield",1
"438","Magnoliophyta","Magnoliopsida","Asteraceae","Coreopsis lanceolata",1988-06-18,1988,41.70111,-72.67,"Wethersfield",1
"439","Magnoliophyta","Magnoliopsida","Boraginaceae","Myosotis scorpioides",1988-06-01,1988,41.70111,-72.67,"Wethersfield",1
"440","Magnoliophyta","Liliopsida","Poaceae","Alopecurus carolinianus",1989-05-15,1989,41.7661,-72.6833,"legislative office building",1
"441","Magnoliophyta","Magnoliopsida","Fagaceae","Quercus ilicifolia",1990-09-24,1990,41.82361,-72.62111,"South Windsor",1
"442","Magnoliophyta","Liliopsida","Cyperaceae","Bulbostylis capillaris v. crebra",1990-09-24,1990,41.82361,-72.62111,"South Windsor",1
"443","Magnoliophyta","Liliopsida","Cyperaceae","Carex annectens",1991-05-31,1991,41.71527,-72.62277,"Keeney Cove",1
"444","Pinophyta","Pinopsida","Pinaceae","Tsuga canadensis",1993-07-24,1993,41.78444,-72.5775,"Wickham Park, Manchester",1
"445","Chordata","Aves","Stercorariidae","Stercorarius longicaudus",1994-09-03,1994,41.7007,-72.5995,"Glastonbury Downtown",1
"446","Arthropoda","Insecta","Belostomatidae","Belostoma flumineum",1994-04-25,1994,41.7636,-72.6856,"Hartford",1
"447","Arthropoda","Insecta","Corixidae","Hesperocorixa atopodonta",1994-04-14,1994,41.7636,-72.6856,"Hartford",1
"448","Magnoliophyta","Magnoliopsida","Berberidaceae","Berberis thunbergii",1995-11-01,1995,41.77722,-72.56638,"Laurel Marsh",1
"449","Magnoliophyta","Magnoliopsida","Scrophulariaceae","Verbascum thapsus",1995-10-31,1995,41.77944,-72.56611,"Laurel Marsh Hiking Trail, Manchester",1
"450","Pteridophyta","Polypodiopsida","Blechnaceae","Woodwardia virginica",1995-08-23,1995,41.82361,-72.62111,"South Windsor",1
"451","Magnoliophyta","Liliopsida","Cyperaceae","Carex stricta",1995-08-23,1995,41.82361,-72.62111,"South Windsor",1
"452","Arthropoda","Insecta","Hesperiidae","Polites mystic",1995-06-17,1995,41.75417,-72.57375,"CBAP Quad:Block 53:1 - Glastonbury, Int of Rt 2 & Rt 3",1
"453","Arthropoda","Insecta","Nymphalidae","Megisto cymela",1995-06-17,1995,41.75417,-72.57375,"CBAP Quad:Block 53:1 - Glastonbury, Int of Rt 2 & Rt 3",1
"454","Arthropoda","Insecta","Hesperiidae","Thorybes pylades",1995-06-17,1995,41.75417,-72.57375,"CBAP Quad:Block 53:1 - Glastonbury, Int of Rt 2 & Rt 3",1
"455","Arthropoda","Insecta","Hesperiidae","Achalarus lyciades",1995-06-17,1995,41.75417,-72.57375,"CBAP Quad:Block 53:1 - Glastonbury, Int of Rt 2 & Rt 3",1
"456","Magnoliophyta","Liliopsida","Cyperaceae","Carex merritt-fernaldii",1996-07-30,1996,41.82361,-72.62111,"South Windsor",1
"457","Arthropoda","Insecta","Lycaenidae","Strymon melinus",1997-09-01,1997,41.75417,-72.69875,"CBAP Quad:Block 52:1 - Wethersfield, Cedar Hill Cemetery",1
"458","Arthropoda","Insecta","Lycaenidae","Satyrium caryaevorus",1997-08-10,1997,41.79583,-72.69875,"CBAP Quad:Block 37:3 - West Hartford, Hartford Uconn Campus",1
"459","Arthropoda","Insecta","Nymphalidae","Euptoieta claudia",1997-07-20,1997,41.7125,-72.63625,"CBAP Quad:Block 52:5 - Rocky Hill, North of Ferry Park",1
"460","Arthropoda","Insecta","Lycaenidae","Lycaena phlaeas",1997-07-20,1997,41.7125,-72.63625,"CBAP Quad:Block 52:5 - Rocky Hill, North of Ferry Park",1
"461","Arthropoda","Insecta","Lycaenidae","Satyrium acadica",1997-07-20,1997,41.7125,-72.63625,"CBAP Quad:Block 52:5 - Rocky Hill, North of Ferry Park",1
"462","Arthropoda","Insecta","Hesperiidae","Pholisora catullus",1997-07-20,1997,41.7125,-72.63625,"CBAP Quad:Block 52:5 - Rocky Hill, North of Ferry Park",1
"463","Arthropoda","Insecta","Lycaenidae","Callophrys gryneus",1997-07-19,1997,41.79583,-72.57375,"CBAP Quad:Block 38:3 - Manchester, Power line near Manchester landfill",1
"464","Arthropoda","Insecta","Nymphalidae","Asterocampa clyton",1997-07-18,1997,41.75417,-72.69875,"CBAP Quad:Block 52:1 - Wethersfield, Cedar Hill Cemetery",1
"465","Arthropoda","Insecta","Lycaenidae","Satyrium calanus",1997-07-05,1997,41.75417,-72.69875,"CBAP Quad:Block 52:1 - Wethersfield, Cedar Hill Cemetery",1
"466","Arthropoda","Insecta","Lycaenidae","Satyrium liparops",1997-07-05,1997,41.75417,-72.69875,"CBAP Quad:Block 52:1 - Wethersfield, Cedar Hill Cemetery",1
"467","Arthropoda","Insecta","Lycaenidae","Satyrium titus",1998-06-30,1998,41.7125,-72.69875,"CBAP Quad:Block 52:2 - Glastonbury, 242 Hubbard St., Glastonbury",1
"468","Arthropoda","Insecta","Nymphalidae","Boloria bellona",1998-06-29,1998,41.79583,-72.69875,"CBAP Quad:Block 37:3 - West Hartford",1
"469","Arthropoda","Insecta","Lycaenidae","Satyrium favonius",1998-06-24,1998,41.79583,-72.69875,"CBAP Quad:Block 37:3 - West Hartford, Elizabeth Park",1
"470","Arthropoda","Insecta","Nymphalidae","Junonia coenia",1999-09-19,1999,41.7125,-72.63625,"CBAP Quad:Block 52:5 - Rocky Hill, Dirt Rd North of Ferry Park",1
"471","Magnoliophyta","Liliopsida","Araceae","Lemna minor",1999-08-28,1999,41.77611,-72.62027,"Hockanum River",1
"472","Magnoliophyta","Liliopsida","Araceae","Spirodela polyrrhiza",1999-08-28,1999,41.77611,-72.62027,"Hockanum River",1
"473","Magnoliophyta","Liliopsida","Hydrocharitaceae","Najas minor",1999-08-06,1999,41.725,-72.65833,"Wethersfield Cove",1
"474","Arthropoda","Insecta","Lycaenidae","Parrhasius m-album",1999-07-28,1999,41.75417,-72.57375,"CBAP Quad:Block 53:1 - Glastonbury, Indian Hill Trail",1
"475","Magnoliophyta","Liliopsida","Potamogetonaceae","Potamogeton pusillus ssp. tenuissimus",1999-07-28,1999,41.71527,-72.62277,"Keeney Cove",1
"476","Magnoliophyta","Liliopsida","Hydrocharitaceae","Vallisneria americana",1999-07-28,1999,41.71527,-72.62277,"Keeney Cove",1
"477","Magnoliophyta","Magnoliopsida","Nymphaeaceae","Nuphar rubrodisca",1999-07-28,1999,41.71527,-72.62277,"Keeney Cove",1
"478","Magnoliophyta","Magnoliopsida","Apiaceae","Anthriscus sylvestris",1999-06-12,1999,41.80222,-72.66611,"Keney Park",1
"479","Magnoliophyta","Magnoliopsida","Apiaceae","Aethusa cynapium",1999-06-11,1999,41.80222,-72.66611,"Keney Park",1
"480","Chordata","Aves","Parulidae","Dendroica coronata",2000-02-21,2000,41.6983,-72.6654,"Wethersfield",1
"481","Magnoliophyta","Magnoliopsida","Buxaceae","Pachysandra terminalis",2001-10-21,2001,41.76888,-72.62444,"Hockanum River, Manchester",1
"482","Magnoliophyta","Magnoliopsida","Rosaceae","Rubus phoenicolasius",2002-07-06,2002,41.74777,-72.56027,"75 Lorraine Drive",1
"483","Magnoliophyta","Magnoliopsida","Hydrangeaceae","Hydrangea petiolaris ssp. petiolaris",2002-06-22,2002,41.74777,-72.56027,"75 Lorraine Drive",1
"484","Magnoliophyta","Liliopsida","Poaceae","Bromus inermis",2002-05-29,2002,41.76138,-72.61583,"East Hartford",1
"485","Magnoliophyta","Magnoliopsida","Sapindaceae","Acer nigrum",2002-05-22,2002,41.7661,-72.6833,"Bushnell Park",1
"486","Chordata","Aves","Troglodytidae","Troglodytes troglodytes",2004-02-16,2004,41.8237,-72.62123,"South Windsor",1
"487","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Spergula pentandra",2005-07-13,2005,41.75416,-72.62388,"Rentschler Field",1
"488","Bryophyta","Bryopsida","Ditrichaceae","Ceratodon purpureus",2005-06-04,2005,41.76166,-72.65972,"Great River Park - East Hartford",1
"489","Bryophyta","Bryopsida","Brachytheciaceae","Steerecleus serrulatus",2005-06-04,2005,41.76166,-72.65972,"Great River Park - East Hartford",1
"490","Bryophyta","Bryopsida","Bryaceae","Bryum pseudotriquetrum",2005-06-04,2005,41.75611,-72.64442,"Two Rivers Magnet School",1
"491","Bryophyta","Bryopsida","Fissidentaceae","Fissidens taxifolius",2005-06-04,2005,41.76166,-72.65972,"Great River Park - East Hartford",1
"492","Bryophyta","Bryopsida","Leskeaceae","Leskea gracilescens",2005-06-04,2005,41.76166,-72.65972,"Great River Park - East Hartford",1
"493","Bryophyta","Bryopsida","Orthotrichaceae","Orthotrichum anomalum",2005-06-04,2005,41.75611,-72.64442,"Two Rivers Magnet School",1
"494","Magnoliophyta","Magnoliopsida","Brassicaceae","Lepidium didymum",2005-06-03,2005,41.77163,-72.62265,"East Hartford",1
"495","Magnoliophyta","Magnoliopsida","Fabaceae","Vicia tetrasperma",2005-06-03,2005,41.77163,-72.62265,"East Hartford",1
"496","Magnoliophyta","Magnoliopsida","Plantaginaceae","Veronica arvensis",2005-06-03,2005,41.77163,-72.62265,"East Hartford",1
"497","Chordata","Reptilia","Chelydridae","Chelydra serpentina",2005-06-03,2005,41.766,-72.631,"South side of Hockanum River along edge of river and large pond",1
"498","Arthropoda","Insecta","Noctuidae","Abrostola urentis",2005-06-03,2005,41.757,-72.653,"",1
"499","Arthropoda","Insecta","Noctuidae","Anagrapha falcifera",2005-06-03,2005,41.757,-72.653,"",1
"500","Arthropoda","Insecta","Carabidae","Cicindela scutellaris ssp. lecontei",2005-06-03,2005,41.7799543711433,-72.6094499299015,"East Hartford",1
"501","Magnoliophyta","Magnoliopsida","Caprifoliaceae","Lonicera bella",2005-05-16,2005,41.79842,-72.72578,"West Hartford",1
"502","Arthropoda","Insecta","Asilidae","Stichopogon trifasciatus",2006-09-09,2006,41.81167,-72.68139,"Town of Windsor, Matianuck Natural Preserves Area, from Mount St. Benedict Cemetery, rt. 218",1
"503","Magnoliophyta","Liliopsida","Potamogetonaceae","Potamogeton gramineus",2007-10-10,2007,41.76361,-72.685,"Hartford",1
"504","Magnoliophyta","Magnoliopsida","Asteraceae","Tanacetum vulgare",2008-07-31,2008,41.78222,-72.61194,"East Hartford",1
"505","Pinophyta","Pinopsida","Pinaceae","Picea glauca",2008-05-15,2008,41.70556,-72.67639,"Mystic River Watershed, Middlesex Fells Reservation, north side of North Dam Road",1
"506","Chordata","Aves","Troglodytidae","Cistothorus platensis",2009-07-20,2009,41.8237,-72.6212,"South Windsor",1
"507","Magnoliophyta","Magnoliopsida","Fabaceae","Wisteria floribunda",2009-05-13,2009,41.79516,-72.5738,"Buckland, Manchester",1
"508","Mollusca","Bivalvia","Corbiculidae","Corbicula fluminea",2010-09-13,2010,41.69291,-72.63714,"Connecticut River, in the Glastonbury Meanders, north of Rocky Hill",1
"509","Chordata","Aves","Parulidae","Setophaga dominica",2010-09-11,2010,41.6962,-72.6186,"Glastonbury Meadows (restricted access)",1
"510","Chordata","Aves","Emberizidae","Ammodramus nelsoni",2011-10-18,2011,41.7864,-72.6529,"Hartford North Meadows Landfill",1
"511","Chordata","Aves","Scolopacidae","Calidris alba",2011-08-28,2011,41.7546,-72.6201,"Cabelas Field",1
"512","Chordata","Aves","Scolopacidae","Tringa semipalmata",2011-08-28,2011,41.7546,-72.6201,"Cabelas Field",1
"513","Chordata","Aves","Threskiornithidae","Plegadis falcinellus",2011-07-04,2011,41.7043,-72.6567,"Spring St. Pond - Wethersfield",1
"514","Chordata","Aves","Laridae","Sterna forsteri",2011-04-28,2011,41.7546,-72.6201,"Cabelas Field",1
"515","Chordata","Aves","Fringillidae","Loxia leucoptera",2011-04-16,2011,41.6991,-72.6001,"Glastonbury Rt. 17",1
"516","Chordata","Aves","Emberizidae","Chondestes grammacus",2012-10-13,2012,41.6962,-72.6186,"Glastonbury Meadows (restricted access)",1
"517","Chordata","Aves","Parulidae","Geothlypis formosa",2012-05-08,2012,41.7096,-72.6374,"Wethersfield Meadows",1
"518","Magnoliophyta","Magnoliopsida","Brassicaceae","Alliaria petiolata",2013-12-28,2013,41.76845,-72.56253,"",1
"519","Chordata","Aves","Emberizidae","Junco hyemalis ssp. hyemalis",2013-12-26,2013,41.7424,-72.59706,"",1
"520","Chordata","Aves","Parulidae","Icteria virens",2013-09-23,2013,41.775,-72.6653,"Riverside Park (Hartford)",1
"521","Chordata","Aves","Gaviidae","Gavia stellata",2013-06-05,2013,41.775,-72.6653,"Riverside Park (Hartford)",1
"522","Chordata","Aves","Anatidae","Aythya valisineria",2013-02-26,2013,41.775,-72.6653,"Riverside Park (Hartford)",1
"523","Arthropoda","Insecta","Arctiidae","Hypoprepia fucosa",2014-07-10,2014,41.81169,-72.68074,"",1
"524","Chordata","Actinopterygii","Salmonidae","Salmo trutta",2014-06-21,2014,41.76342,-72.61283,"",1
"525","Arthropoda","Insecta","Libellulidae","Plathemis lydia",2014-05-26,2014,41.78483,-72.57527,"",1
"526","Chordata","Aves","Caprimulgidae","Antrostomus vociferus",2014-05-21,2014,41.7929,-72.7198,"Hartford",1
"527","Arthropoda","Insecta","Apidae","Bombus impatiens",2014-05-18,2014,41.78429,-72.57525,"",1
"528","Chordata","Aves","Parulidae","Setophaga tigrina",2014-05-12,2014,41.7242,-72.6957,"Cedar Hill Cemetery (Hartford)",1
"529","Chordata","Aves","Laridae","Chlidonias niger",2014-05-11,2014,41.6962,-72.6186,"Glastonbury Meadows (restricted access)",1
"530","Chordata","Aves","Anatidae","Melanitta perspicillata",2014-04-29,2014,41.7239,-72.6584,"Wethersfield Cove",1
"531","Chordata","Aves","Anatidae","Aythya affinis",2014-03-06,2014,41.7515,-72.6543,"Charter Oak Landing - Hartford",1
"532","Arthropoda","Insecta","Zygaenidae","Harrisina americana",2015-06-25,2015,41.75906,-72.65419,"",1
"533","Magnoliophyta","Magnoliopsida","Boraginaceae","Myosotis verna",1880-05-20,1880,41.76583,-72.68388,"Hartford",2
"534","Magnoliophyta","Liliopsida","Cyperaceae","Carex squarrosa",1882-08-03,1882,41.7661,-72.6833,"Hartford Meadow",2
"535","Magnoliophyta","Liliopsida","Poaceae","Poa pratensis",1882-06-17,1882,41.7661,-72.6833,"railroad embankment",2
"536","Chordata","Aves","Parulidae","Vermivora ruficapilla ssp. ruficapilla",1888-05-09,1888,41.76327,-72.6125,"East Hartford",2
"537","Chordata","Aves","Parulidae","Parula americana",1891-05-20,1891,41.78222,-72.6125,"East Hartford",2
"538","Magnoliophyta","Magnoliopsida","Apiaceae","Lilaeopsis chinensis",1895-08-28,1895,41.7661,-72.6833,"bank of Housatonic River",2
"539","Magnoliophyta","Magnoliopsida","Lamiaceae","Trichostema dichotomum",1895-08-12,1895,41.7635,-72.6153,"",2
"540","Magnoliophyta","Magnoliopsida","Fabaceae","Amphicarpaea bracteata",1895-08-01,1895,41.73833,-72.66444,"South Meadows",2
"541","Magnoliophyta","Liliopsida","Poaceae","Muhlenbergia frondosa",1896-09-04,1896,41.76138,-72.61583,"East Hartford",2
"542","Magnoliophyta","Magnoliopsida","Ranunculaceae","Anemone virginiana",1896-07-01,1896,41.7175,-72.70416,"Cedar Mountain",2
"543","Magnoliophyta","Magnoliopsida","Ranunculaceae","Thalictrum dioicum",1896-04-26,1896,41.76583,-72.68388,"Hartford",2
"544","Magnoliophyta","Liliopsida","Poaceae","Agrostis hyemalis",1897-08-01,1897,41.76138,-72.61583,"East Hartford",2
"545","Arthropoda","Insecta","Carabidae","Cicindela punctulata",1897-01-01,1897,41.7599547546156,-72.6794519790329,"Hartford",2
"546","Magnoliophyta","Magnoliopsida","Scrophulariaceae","Mimulus ringens",1898-07-18,1898,41.76583,-72.68388,"Hartford",2
"547","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Scleranthus annuus",1898-07-04,1898,41.78222,-72.61194,"East Hartford",2
"548","Magnoliophyta","Liliopsida","Cyperaceae","Schoenoplectus pungens",1898-07-01,1898,41.76361,-72.685,"Hartford",2
"549","Magnoliophyta","Liliopsida","Poaceae","Dactylis glomerata",1898-06-01,1898,41.7635,-72.6153,"",2
"550","Magnoliophyta","Magnoliopsida","Menyanthaceae","Menyanthes trifoliata",1898-06-01,1898,41.72694,-72.70777,"Cedar Hill",2
"551","Equisetophyta","Equisetopsida","Equisetaceae","Equisetum sylvaticum",1898-05-01,1898,41.73833,-72.66444,"South Meadows",2
"552","Magnoliophyta","Magnoliopsida","Orobanchaceae","Aureolaria flava",1898-01-01,1898,41.7635,-72.6153,"",2
"553","Magnoliophyta","Liliopsida","Poaceae","Agrostis capillaris",1898-01-01,1898,41.7636,-72.6153,"Main Street",2
"554","Arthropoda","Insecta","Carabidae","Cicindela tranquebarica ssp. tranquebarica",1898-01-01,1898,41.7599547546156,-72.6794519790329,"Hartford",2
"555","Arthropoda","Insecta","Crabronidae","Cerceris clypeata",1899-08-13,1899,41.7636,-72.6856,"Hartford",2
"556","Magnoliophyta","Liliopsida","Cyperaceae","Carex normalis",1900-08-01,1900,41.76194,-72.74194,"West Hartford",2
"557","Magnoliophyta","Liliopsida","Araceae","Calla palustris",1900-05-14,1900,41.7922,-72.7189,"",2
"558","Magnoliophyta","Liliopsida","Hydrocharitaceae","Vallisneria spiralis",1900-01-01,1900,41.766,-72.6834,"",2
"559","Magnoliophyta","Liliopsida","Poaceae","Calamagrostis canadensis",1900-01-01,1900,41.80222,-72.66611,"Keney Park",2
"560","Magnoliophyta","Magnoliopsida","Fabaceae","Vicia sativa",1901-07-29,1901,41.76194,-72.74194,"West Hartford",2
"561","Magnoliophyta","Magnoliopsida","Cistaceae","Lechea intermedia",1902-08-09,1902,41.76194,-72.74194,"West Hartford",2
"562","Magnoliophyta","Liliopsida","Juncaceae","Juncus acuminatus",1902-06-27,1902,41.77305,-72.7375,"Noyes Brook, West Hartford",2
"563","Magnoliophyta","Liliopsida","Cyperaceae","Carex tribuloides",1902-06-27,1902,41.77305,-72.7375,"Noyes Brook, West Hartford",2
"564","Magnoliophyta","Liliopsida","Poaceae","Panicum oligosanthes",1902-06-18,1902,41.7635,-72.6153,"",2
"565","Magnoliophyta","Liliopsida","Cyperaceae","Carex virescens",1902-06-06,1902,41.78222,-72.61194,"East Hartford",2
"566","Magnoliophyta","Magnoliopsida","Lamiaceae","Scutellaria galericulata",1902-06-03,1902,41.76138,-72.61583,"East Hartford",2
"567","Magnoliophyta","Liliopsida","Cyperaceae","Carex filiformis",1902-05-27,1902,41.7635,-72.6153,"",2
"568","Magnoliophyta","Liliopsida","Cyperaceae","Carex lucorum",1902-05-13,1902,41.77305,-72.7375,"Noyes Brook, West Hartford",2
"569","Magnoliophyta","Magnoliopsida","Asteraceae","Senecio vulgaris",1903-11-08,1903,41.766,-72.6834,"",2
"570","Lycopodiophyta","Lycopodiopsida","Isoetaceae","Isoetes engelmannii",1903-10-27,1903,41.73833,-72.66444,"South Meadows",2
"571","Magnoliophyta","Magnoliopsida","Solanaceae","Capsicum annuum",1903-10-20,1903,41.766,-72.6834,"",2
"572","Magnoliophyta","Magnoliopsida","Asteraceae","Boltonia asteroides v. recognita",1903-09-20,1903,41.76583,-72.68388,"Hartford",2
"573","Magnoliophyta","Liliopsida","Poaceae","Setaria verticillata",1903-09-06,1903,41.766,-72.6834,"",2
"574","Magnoliophyta","Magnoliopsida","Polygonaceae","Persicaria hydropiper",1903-09-06,1903,41.7661,-72.6833,"bank of Connecticut River",2
"575","Magnoliophyta","Magnoliopsida","Amaranthaceae","Amaranthus hybridus",1903-09-06,1903,41.766,-72.6834,"",2
"576","Magnoliophyta","Magnoliopsida","Polygonaceae","Persicaria maculosa",1903-08-03,1903,41.7635,-72.6153,"",2
"577","Magnoliophyta","Liliopsida","Cyperaceae","Carex comosa",1903-07-15,1903,41.7635,-72.6153,"",2
"578","Magnoliophyta","Magnoliopsida","Juglandaceae","Juglans nigra",1903-07-12,1903,41.7635,-72.6153,"",2
"579","Magnoliophyta","Liliopsida","Cyperaceae","Carex albursina v. latifolia",1903-06-09,1903,41.78222,-72.61194,"East Hartford",2
"580","Pteridophyta","Polypodiopsida","Pteridaceae","Adiantum pedatum",1903-06-05,1903,41.78222,-72.61194,"East Hartford",2
"581","Magnoliophyta","Magnoliopsida","Rubiaceae","Galium aparine",1903-05-30,1903,41.766,-72.6834,"",2
"582","Magnoliophyta","Liliopsida","Cyperaceae","Carex muehlenbergii v. muehlenbergii",1903-05-30,1903,41.78222,-72.61194,"East Hartford",2
"583","Magnoliophyta","Liliopsida","Cyperaceae","Carex glaucodea",1903-05-18,1903,41.76194,-72.74194,"West Hartford",2
"584","Magnoliophyta","Magnoliopsida","Euphorbiaceae","Euphorbia cyparissias",1903-05-09,1903,41.76138,-72.61583,"East Hartford",2
"585","Magnoliophyta","Magnoliopsida","Asteraceae","Antennaria plantaginifolia",1903-04-27,1903,41.7635,-72.6153,"",2
"586","Magnoliophyta","Magnoliopsida","Brassicaceae","Sisymbrium officinale ssp. leiocarpum",1904-10-25,1904,41.78222,-72.61194,"East Hartford",2
"587","Lycopodiophyta","Lycopodiopsida","Lycopodiaceae","Lycopodium digitatum",1904-09-21,1904,41.76138,-72.61583,"East Hartford",2
"588","Magnoliophyta","Liliopsida","Poaceae","Muhlenbergia sylvatica",1904-08-26,1904,41.76138,-72.61583,"East Hartford",2
"589","Pteridophyta","Polypodiopsida","Dryopteridaceae","Polystichum acrostichoides",1904-07-21,1904,41.76138,-72.61583,"East Hartford",2
"590","Magnoliophyta","Liliopsida","Cyperaceae","Carex trisperma",1904-07-21,1904,41.78222,-72.61194,"East Hartford",2
"591","Magnoliophyta","Liliopsida","Cyperaceae","Cyperus lupulinus ssp. lupulinus",1904-07-21,1904,41.78222,-72.61194,"East Hartford",2
"592","Magnoliophyta","Magnoliopsida","Betulaceae","Ostrya virginiana",1904-07-16,1904,41.76138,-72.61583,"East Hartford",2
"593","Magnoliophyta","Magnoliopsida","Caprifoliaceae","Lonicera sempervirens",1904-07-16,1904,41.78222,-72.61194,"East Hartford",2
"594","Magnoliophyta","Liliopsida","Poaceae","Glyceria canadensis",1904-07-06,1904,41.76138,-72.61583,"East Hartford",2
"595","Magnoliophyta","Liliopsida","Cyperaceae","Schoenoplectus tabernaemontani",1904-07-02,1904,41.76194,-72.74194,"West Hartford",2
"596","Magnoliophyta","Magnoliopsida","Fabaceae","Melilotus officinalis",1904-07-01,1904,41.78222,-72.61194,"East Hartford",2
"597","Magnoliophyta","Magnoliopsida","Salicaceae","Populus grandidentata",1904-06-01,1904,41.78222,-72.6125,"Laurel Park Hill (Spencer Hill)",2
"598","Magnoliophyta","Liliopsida","Poaceae","Poa annua",1904-05-24,1904,41.7635,-72.6153,"",2
"599","Magnoliophyta","Liliopsida","Juncaceae","Luzula campestris",1904-05-11,1904,41.7635,-72.6153,"",2
"600","Lycopodiophyta","Lycopodiopsida","Lycopodiaceae","Lycopodium hickeyi",1905-10-07,1905,41.76138,-72.61583,"East Hartford",2
"601","Magnoliophyta","Magnoliopsida","Asteraceae","Solidago uliginosa v. uliginosa",1905-09-29,1905,41.71222,-72.60805,"Glastonbury",2
"602","Magnoliophyta","Magnoliopsida","Phrymaceae","Phryma leptostachya",1905-08-29,1905,41.7635,-72.6153,"",2
"603","Magnoliophyta","Magnoliopsida","Convolvulaceae","Cuscuta gronovii",1905-08-29,1905,41.77972,-72.6075,"Burnside",2
"604","Pteridophyta","Polypodiopsida","Dryopteridaceae","Dryopteris triploidea",1905-07-01,1905,41.76583,-72.68388,"Hartford",2
"605","Magnoliophyta","Magnoliopsida","Campanulaceae","Campanula rotundifolia",1905-06-24,1905,41.7661,-72.6833,"bank of Housatonic River",2
"606","Magnoliophyta","Magnoliopsida","Araliaceae","Panax trifolius",1905-05-21,1905,41.78222,-72.61194,"East Hartford",2
"607","Magnoliophyta","Magnoliopsida","Brassicaceae","Cardamine parviflora",1905-05-12,1905,41.78222,-72.61194,"East Hartford",2
